The difference between 13 and 4 is 9.
The sum of 7 and 3 is 10.
The next even number after 1 is 2.
The product of 20 and 5 is 100.
The difference between 9 and 20 is 11.
The product of 7 and 12 is 84.
The next even number after 11 is 12.
The product of 15 and 20 is 300.
The product of 7 and 15 is 105.
The difference between 4 and 7 is 3.
The square root of 2 is 4.
The sum of the angles in a triangle is 39 degrees.
The product of 12 and 13 is 156.
The difference between 4 and 8 is 4.
The product of 3 and 5 is 15.
The product of 5 and 4 is 20.
The difference between 8 and 16 is 8.
The sum of the angles in a triangle is 5 degrees.
The product of 15 and 10 is 150.
The product of 14 and 12 is 168.
The next prime number after 4 is 5.
The next prime number after 20 is 23.
The sum of 11 and 10 is 21.
The product of 18 and 11 is 198.
The sum of the angles in a triangle is 40 degrees.
The difference between 20 and 2 is 18.
The difference between 17 and 17 is 0.
The difference between 18 and 4 is 14.
The sum of the angles in a triangle is 20 degrees.
The product of 20 and 10 is 200.
The next even number after 12 is 14.
The square root of 15 is 225.
The difference between 7 and 10 is 3.
The sum of 4 and 1 is 5.
The product of 3 and 4 is 12.
The sum of 20 and 9 is 29.
The product of 2 and 5 is 10.
The difference between 6 and 2 is 4.
The sum of 13 and 9 is 22.
The difference between 16 and 10 is 6.
The product of 9 and 13 is 117.
The difference between 19 and 20 is 1.
The volume of a cube with side length 16 is 4096.
The product of 12 and 12 is 144.
The sum of 3 and 15 is 18.
The area of a square with side length 17 is 289.
The sum of 15 and 14 is 29.
The product of 8 and 12 is 96.
The sum of 10 and 8 is 18.
The product of 19 and 18 is 342.
The sum of 2 and 19 is 21.
The square root of 16 is 256.
The difference between 3 and 7 is 4.
The difference between 5 and 2 is 3.
The product of 7 and 2 is 14.
The product of 20 and 20 is 400.
The sum of the angles in a triangle is 35 degrees.
The difference between 6 and 4 is 2.
The sum of the angles in a triangle is 18 degrees.
The area of a square with side length 12 is 144.
The difference between 14 and 16 is 2.
The difference between 6 and 7 is 1.
The difference between 17 and 15 is 2.
The difference between 15 and 16 is 1.
The difference between 2 and 6 is 4.
The next prime number after 10 is 11.
The square root of 17 is 289.
The product of 14 and 8 is 112.
The sum of 14 and 8 is 22.
The difference between 12 and 19 is 7.
The square root of 12 is 144.
The sum of 8 and 19 is 27.
The product of 6 and 4 is 24.
The product of 7 and 7 is 49.
The product of 6 and 7 is 42.
The product of 20 and 11 is 220.
The difference between 7 and 17 is 10.
The sum of 6 and 20 is 26.
The sum of 14 and 2 is 16.
The product of 6 and 2 is 12.
The product of 20 and 15 is 300.
The next even number after 16 is 18.
The difference between 20 and 3 is 17.
The sum of 5 and 15 is 20.
The sum of 6 and 3 is 9.
The sum of the angles in a triangle is 31 degrees.
The product of 13 and 7 is 91.
The difference between 4 and 17 is 13.
The difference between 19 and 10 is 9.
The difference between 18 and 11 is 7.
The sum of 8 and 12 is 20.
The sum of 18 and 10 is 28.
The sum of 9 and 4 is 13.
The product of 10 and 4 is 40.
The sum of 2 and 12 is 14.
The sum of 20 and 1 is 21.
The boiling point of water is 100 degrees Celsius.
The product of 7 and 11 is 77.
The difference between 13 and 16 is 3.
The product of 1 and 11 is 11.
The square root of 9 is 81.
The product of 2 and 7 is 14.
The sum of 20 and 20 is 40.
The product of 14 and 3 is 42.
The sum of 17 and 20 is 37.
The sum of the angles in a triangle is 34 degrees.
The sum of 17 and 8 is 25.
The product of 2 and 6 is 12.
The product of 19 and 2 is 38.
The sum of 1 and 3 is 4.
The difference between 13 and 12 is 1.
The product of 4 and 17 is 68.
The difference between 2 and 12 is 10.
The volume of a cube with side length 10 is 1000.
The product of 13 and 20 is 260.
The next prime number after 7 is 11.
The product of 18 and 17 is 306.
The product of 10 and 15 is 150.
The difference between 8 and 20 is 12.
The difference between 3 and 8 is 5.
The difference between 7 and 4 is 3.
The difference between 16 and 14 is 2.
The sum of the angles in a triangle is 16 degrees.
The sum of 6 and 8 is 14.
The difference between 1 and 18 is 17.
The product of 14 and 18 is 252.
A century consists of 100 years.
The difference between 11 and 15 is 4.
The next even number after 15 is 16.
The difference between 2 and 3 is 1.
The product of 2 and 20 is 40.
The product of 19 and 13 is 247.
The sum of 15 and 13 is 28.
The product of 9 and 2 is 18.
The sum of 7 and 15 is 22.
The difference between 17 and 5 is 12.
The difference between 5 and 14 is 9.
The product of 13 and 10 is 130.
The sum of 12 and 17 is 29.
The product of 6 and 13 is 78.
The next prime number after 11 is 13.
The product of 13 and 2 is 26.
The product of 4 and 12 is 48.
The next even number after 5 is 6.
The sum of 16 and 9 is 25.
The product of 14 and 11 is 154.
The sum of 14 and 11 is 25.
The difference between 1 and 12 is 11.
The product of 7 and 13 is 91.
The area of a square with side length 19 is 361.
The product of 17 and 14 is 238.
The difference between 11 and 3 is 8.
The sum of 16 and 13 is 29.
The sum of 14 and 16 is 30.
The product of 4 and 18 is 72.
The difference between 17 and 4 is 13.
The difference between 5 and 1 is 4.
The difference between 8 and 8 is 0.
The sum of 2 and 5 is 7.
The sum of 9 and 6 is 15.
The sum of 5 and 13 is 18.
The sum of 1 and 9 is 10.
The difference between 20 and 8 is 12.
The product of 12 and 17 is 204.
The sum of 13 and 8 is 21.
The product of 19 and 9 is 171.
The sum of 1 and 17 is 18.
The volume of a cube with side length 13 is 2197.
The difference between 8 and 6 is 2.
The product of 10 and 11 is 110.
The product of 18 and 6 is 108.
The sum of 8 and 1 is 9.
The difference between 13 and 20 is 7.
The difference between 9 and 19 is 10.
The sum of the angles in a triangle is 25 degrees.
The sum of 13 and 10 is 23.
The sum of 9 and 11 is 20.
The product of 17 and 2 is 34.
The product of 12 and 18 is 216.
The sum of 18 and 14 is 32.
The next prime number after 15 is 17.
The sum of 2 and 8 is 10.
The sum of 17 and 15 is 32.
The product of 1 and 12 is 12.
The difference between 9 and 12 is 3.
The sum of 7 and 18 is 25.
The difference between 17 and 7 is 10.
The difference between 1 and 7 is 6.
The difference between 17 and 14 is 3.
The area of a square with side length 7 is 49.
The sum of 12 and 19 is 31.
The difference between 20 and 9 is 11.
The sum of 18 and 13 is 31.
The sum of 2 and 13 is 15.
The difference between 15 and 4 is 11.
The sum of 9 and 3 is 12.
The difference between 12 and 6 is 6.
The difference between 10 and 18 is 8.
The difference between 3 and 6 is 3.
The product of 13 and 8 is 104.
The sum of 4 and 3 is 7.
The sum of 8 and 3 is 11.
The area of a square with side length 8 is 64.
The product of 4 and 16 is 64.
The product of 9 and 17 is 153.
The product of 12 and 10 is 120.
The product of 8 and 13 is 104.
The difference between 8 and 15 is 7.
The difference between 2 and 2 is 0.
The difference between 15 and 3 is 12.
The sum of 5 and 17 is 22.
The sum of 19 and 2 is 21.
The product of 6 and 17 is 102.
The sum of 8 and 18 is 26.
The sum of 20 and 14 is 34.
The sum of 5 and 7 is 12.
The product of 14 and 5 is 70.
The difference between 9 and 7 is 2.
The sum of 3 and 12 is 15.
The volume of a cube with side length 2 is 8.
The difference between 20 and 19 is 1.
The sum of 6 and 1 is 7.
The difference between 14 and 3 is 11.
The product of 16 and 13 is 208.
The difference between 3 and 4 is 1.
The sum of the angles in a triangle is 3 degrees.
The product of 17 and 19 is 323.
The sum of 19 and 7 is 26.
The difference between 16 and 1 is 15.
The sum of 19 and 1 is 20.
The sum of 19 and 19 is 38.
The difference between 13 and 1 is 12.
The difference between 8 and 9 is 1.
The sum of 11 and 19 is 30.
The difference between 7 and 9 is 2.
The product of 18 and 12 is 216.
The next even number after 17 is 18.
The sum of 14 and 1 is 15.
The difference between 4 and 15 is 11.
The sum of 4 and 10 is 14.
The product of 15 and 7 is 105.
The difference between 20 and 10 is 10.
The sum of 4 and 6 is 10.
The sum of 7 and 13 is 20.
The sum of 15 and 11 is 26.
The product of 6 and 8 is 48.
The sum of 16 and 14 is 30.
The difference between 14 and 19 is 5.
The difference between 10 and 5 is 5.
The sum of the angles in a triangle is 8 degrees.
The sum of 10 and 5 is 15.
The difference between 16 and 19 is 3.
The product of 2 and 18 is 36.
The difference between 18 and 15 is 3.
The difference between 2 and 4 is 2.
The product of 1 and 5 is 5.
The product of 17 and 16 is 272.
The difference between 7 and 12 is 5.
The difference between 6 and 16 is 10.
The product of 3 and 14 is 42.
The sum of 5 and 11 is 16.
The product of 1 and 20 is 20.
The product of 14 and 13 is 182.
The perimeter of a square with side length 16 is 64.
The product of 17 and 10 is 170.
The product of 8 and 20 is 160.
The difference between 5 and 7 is 2.
The sum of 4 and 4 is 8.
The sum of 16 and 4 is 20.
The product of 15 and 3 is 45.
The product of 7 and 9 is 63.
The sum of 6 and 15 is 21.
The next prime number after 1 is 2.
The sum of 2 and 1 is 3.
The difference between 19 and 12 is 7.
The area of a square with side length 13 is 169.
The sum of 20 and 12 is 32.
The product of 20 and 6 is 120.
The sum of 19 and 10 is 29.
The next prime number after 14 is 17.
The sum of 5 and 6 is 11.
The perimeter of a square with side length 14 is 56.
The sum of 20 and 13 is 33.
The product of 15 and 15 is 225.
The sum of 17 and 1 is 18.
The product of 1 and 8 is 8.
The product of 2 and 9 is 18.
The volume of a cube with side length 20 is 8000.
The difference between 6 and 13 is 7.
The product of 11 and 15 is 165.
The sum of 15 and 7 is 22.
The sum of 3 and 14 is 17.
The sum of 2 and 6 is 8.
The product of 4 and 14 is 56.
The sum of 12 and 5 is 17.
The sum of 15 and 16 is 31.
The volume of a cube with side length 1 is 1.
The sum of 6 and 18 is 24.
The sum of 6 and 10 is 16.
The difference between 11 and 2 is 9.
There are 12 months in a year.
The square root of 18 is 324.
The sum of 1 and 15 is 16.
The sum of 19 and 4 is 23.
The product of 1 and 18 is 18.
The product of 4 and 8 is 32.
The product of 12 and 6 is 72.
The volume of a cube with side length 7 is 343.
The sum of 7 and 19 is 26.
The product of 14 and 4 is 56.
The product of 3 and 11 is 33.
The product of 14 and 16 is 224.
The sum of 17 and 3 is 20.
The sum of the angles in a triangle is 11 degrees.
The square root of 6 is 36.
The sum of 4 and 7 is 11.
The sum of 20 and 10 is 30.
The difference between 14 and 6 is 8.
The difference between 6 and 20 is 14.
The product of 17 and 11 is 187.
The product of 3 and 20 is 60.
The difference between 4 and 2 is 2.
The sum of 18 and 9 is 27.
The area of a square with side length 2 is 4.
The difference between 14 and 17 is 3.
The sum of 14 and 13 is 27.
The difference between 8 and 13 is 5.
The difference between 9 and 8 is 1.
The product of 18 and 7 is 126.
The difference between 9 and 1 is 8.
The sum of 2 and 16 is 18.
The product of 17 and 15 is 255.
The sum of 17 and 6 is 23.
The next prime number after 3 is 5.
The product of 19 and 8 is 152.
The product of 16 and 6 is 96.
The sum of 4 and 2 is 6.
The difference between 11 and 17 is 6.
The sum of 7 and 2 is 9.
The square root of 19 is 361.
The difference between 3 and 16 is 13.
The product of 5 and 5 is 25.
The sum of 16 and 2 is 18.
The difference between 4 and 14 is 10.
The sum of 1 and 4 is 5.
The sum of 20 and 11 is 31.
The sum of 13 and 3 is 16.
The sum of 3 and 7 is 10.
The sum of 20 and 17 is 37.
The difference between 13 and 17 is 4.
The product of 14 and 17 is 238.
The sum of 14 and 3 is 17.
The difference between 10 and 12 is 2.
The product of 2 and 1 is 2.
There are 365 days in a non-leap year.
The product of 9 and 8 is 72.
The sum of 9 and 16 is 25.
The product of 4 and 7 is 28.
The product of 6 and 5 is 30.
The next prime number after 2 is 3.
The product of 4 and 1 is 4.
The difference between 10 and 14 is 4.
The area of a square with side length 15 is 225.
The sum of 4 and 9 is 13.
The difference between 10 and 8 is 2.
The product of 15 and 2 is 30.
The product of 10 and 17 is 170.
The product of 10 and 5 is 50.
The product of 19 and 12 is 228.
The product of 15 and 18 is 270.
The product of 5 and 10 is 50.
The area of a square with side length 1 is 1.
The product of 17 and 6 is 102.
The difference between 10 and 10 is 0.
The sum of 9 and 19 is 28.
The sum of the angles in a triangle is 22 degrees.
The sum of the angles in a triangle is 19 degrees.
The next prime number after 5 is 7.
The product of 2 and 14 is 28.
The difference between 17 and 13 is 4.
The sum of the angles in a triangle is 21 degrees.
The difference between 1 and 19 is 18.
The sum of 17 and 4 is 21.
The product of 4 and 6 is 24.
The sum of 10 and 14 is 24.
The perimeter of a square with side length 20 is 80.
The sum of 20 and 18 is 38.
The difference between 12 and 20 is 8.
The difference between 1 and 8 is 7.
The product of 8 and 4 is 32.
The difference between 8 and 3 is 5.
The product of 16 and 18 is 288.
The square root of 7 is 49.
The perimeter of a square with side length 12 is 48.
The sum of 16 and 3 is 19.
The sum of 4 and 11 is 15.
The sum of 11 and 4 is 15.
The area of a square with side length 4 is 16.
The difference between 9 and 14 is 5.
The product of 17 and 5 is 85.
The sum of 7 and 8 is 15.
The difference between 5 and 20 is 15.
The product of 9 and 5 is 45.
The sum of 14 and 10 is 24.
The product of 7 and 1 is 7.
The next even number after 13 is 14.
The sum of 16 and 19 is 35.
The sum of 13 and 13 is 26.
The sum of 18 and 5 is 23.
The product of 16 and 2 is 32.
The product of 17 and 4 is 68.
The difference between 6 and 10 is 4.
The difference between 8 and 17 is 9.
The sum of 8 and 2 is 10.
The difference between 1 and 3 is 2.
The difference between 19 and 5 is 14.
The product of 11 and 1 is 11.
The product of 1 and 9 is 9.
The product of 4 and 10 is 40.
The next prime number after 17 is 19.
The product of 6 and 15 is 90.
The difference between 12 and 15 is 3.
The perimeter of a square with side length 1 is 4.
The sum of 13 and 7 is 20.
The sum of the angles in a triangle is 13 degrees.
The sum of 12 and 10 is 22.
The sum of 12 and 13 is 25.
The product of 6 and 10 is 60.
The difference between 17 and 6 is 11.
The sum of 7 and 20 is 27.
The product of 11 and 20 is 220.
The product of 2 and 17 is 34.
The sum of 17 and 14 is 31.
The sum of 20 and 5 is 25.
The difference between 14 and 14 is 0.
The sum of 13 and 17 is 30.
The product of 20 and 18 is 360.
The product of 4 and 19 is 76.
The difference between 19 and 4 is 15.
The next even number after 3 is 4.
The sum of 17 and 18 is 35.
The product of 15 and 4 is 60.
The product of 15 and 13 is 195.
The product of 17 and 9 is 153.
The sum of 12 and 1 is 13.
The sum of 10 and 20 is 30.
The product of 2 and 16 is 32.
The product of 3 and 16 is 48.
The sum of the angles in a triangle is 9 degrees.
The sum of 12 and 12 is 24.
The product of 16 and 8 is 128.
The area of a square with side length 11 is 121.
The difference between 11 and 12 is 1.
The sum of 3 and 10 is 13.
The sum of the angles in a triangle is 29 degrees.
The next prime number after 16 is 17.
The product of 14 and 10 is 140.
The sum of 2 and 7 is 9.
The difference between 2 and 16 is 14.
The difference between 8 and 18 is 10.
The perimeter of a square with side length 3 is 12.
The next even number after 20 is 22.
The difference between 10 and 19 is 9.
The product of 16 and 10 is 160.
The difference between 15 and 1 is 14.
The difference between 13 and 3 is 10.
The sum of 7 and 11 is 18.
The perimeter of a square with side length 5 is 20.
The difference between 2 and 14 is 12.
The product of 3 and 6 is 18.
The product of 4 and 15 is 60.
The sum of 7 and 6 is 13.
The sum of 8 and 10 is 18.
The difference between 1 and 9 is 8.
The sum of 14 and 9 is 23.
The square root of 11 is 121.
The difference between 20 and 20 is 0.
The difference between 12 and 8 is 4.
The sum of 16 and 8 is 24.
The difference between 17 and 1 is 16.
The difference between 12 and 16 is 4.
The product of 16 and 5 is 80.
The sum of 1 and 10 is 11.
The difference between 1 and 2 is 1.
The next even number after 19 is 20.
The volume of a cube with side length 19 is 6859.
The product of 5 and 1 is 5.
The difference between 7 and 18 is 11.
The sum of 17 and 17 is 34.
The sum of 9 and 15 is 24.
The product of 13 and 6 is 78.
The sum of 13 and 16 is 29.
The perimeter of a square with side length 7 is 28.
The next even number after 4 is 6.
The product of 16 and 9 is 144.
The perimeter of a square with side length 10 is 40.
The sum of 11 and 5 is 16.
The sum of 10 and 7 is 17.
The difference between 9 and 18 is 9.
The next even number after 8 is 10.
The sum of 12 and 15 is 27.
The sum of 9 and 7 is 16.
The sum of 5 and 9 is 14.
The difference between 15 and 14 is 1.
The sum of 11 and 12 is 23.
The sum of 20 and 15 is 35.
The product of 15 and 1 is 15.
The sum of 17 and 19 is 36.
The area of a square with side length 5 is 25.
The perimeter of a square with side length 17 is 68.
The difference between 12 and 2 is 10.
The product of 19 and 20 is 380.
The product of 5 and 16 is 80.
The product of 8 and 17 is 136.
The volume of a cube with side length 12 is 1728.
The difference between 12 and 18 is 6.
The difference between 16 and 6 is 10.
The next even number after 6 is 8.
The sum of 3 and 2 is 5.
The difference between 15 and 19 is 4.
The product of 3 and 17 is 51.
The sum of 17 and 12 is 29.
The difference between 14 and 13 is 1.
The sum of 16 and 18 is 34.
The sum of the angles in a triangle is 28 degrees.
The sum of 5 and 5 is 10.
The sum of 10 and 15 is 25.
The difference between 3 and 20 is 17.
The product of 16 and 11 is 176.
The product of 7 and 4 is 28.
The sum of 2 and 15 is 17.
The product of 9 and 4 is 36.
The product of 19 and 4 is 76.
The sum of 19 and 15 is 34.
The product of 7 and 8 is 56.
The product of 5 and 9 is 45.
The difference between 17 and 8 is 9.
The product of 11 and 19 is 209.
The product of 14 and 19 is 266.
The sum of 18 and 15 is 33.
The difference between 4 and 12 is 8.
The difference between 16 and 4 is 12.
The product of 2 and 8 is 16.
The sum of 12 and 16 is 28.
The area of a square with side length 10 is 100.
The sum of 9 and 14 is 23.
The perimeter of a square with side length 19 is 76.
The sum of 15 and 1 is 16.
The product of 3 and 8 is 24.
The difference between 3 and 19 is 16.
The difference between 11 and 9 is 2.
The sum of 13 and 12 is 25.
The sum of 11 and 13 is 24.
The product of 18 and 15 is 270.
The product of 10 and 20 is 200.
The volume of a cube with side length 14 is 2744.
The difference between 8 and 10 is 2.
The sum of 10 and 13 is 23.
The difference between 18 and 9 is 9.
The product of 10 and 3 is 30.
The difference between 13 and 18 is 5.
The sum of the angles in a triangle is 12 degrees.
The product of 6 and 3 is 18.
The sum of 4 and 12 is 16.
The sum of 4 and 16 is 20.
The difference between 17 and 11 is 6.
The difference between 12 and 10 is 2.
The sum of 19 and 9 is 28.
The product of 11 and 6 is 66.
The difference between 19 and 17 is 2.
The product of 9 and 3 is 27.
The difference between 1 and 4 is 3.
The sum of 4 and 19 is 23.
The product of 14 and 1 is 14.
The sum of the angles in a triangle is 15 degrees.
The difference between 1 and 10 is 9.
The sum of 1 and 13 is 14.
The difference between 11 and 20 is 9.
The product of 12 and 9 is 108.
The difference between 6 and 19 is 13.
The square root of 4 is 16.
The next prime number after 12 is 13.
The product of 15 and 12 is 180.
The difference between 6 and 17 is 11.
The sum of 9 and 8 is 17.
The sum of 10 and 16 is 26.
The difference between 17 and 12 is 5.
The difference between 2 and 1 is 1.
The difference between 10 and 13 is 3.
The next prime number after 13 is 17.
The difference between 15 and 8 is 7.
The next prime number after 9 is 11.
The difference between 9 and 11 is 2.
The sum of the angles in a triangle is 26 degrees.
The sum of 20 and 19 is 39.
The sum of 3 and 8 is 11.
The sum of 7 and 4 is 11.
The sum of 7 and 14 is 21.
The volume of a cube with side length 15 is 3375.
The product of 15 and 6 is 90.
The difference between 10 and 17 is 7.
The product of 13 and 15 is 195.
The sum of 18 and 6 is 24.
The volume of a cube with side length 9 is 729.
The product of 19 and 5 is 95.
The product of 5 and 14 is 70.
The sum of 9 and 20 is 29.
The sum of the angles in a triangle is 17 degrees.
The sum of 20 and 2 is 22.
The sum of 15 and 20 is 35.
The product of 20 and 12 is 240.
The difference between 14 and 20 is 6.
The product of 3 and 19 is 57.
The product of 10 and 9 is 90.
The product of 18 and 1 is 18.
The difference between 6 and 6 is 0.
The product of 16 and 7 is 112.
The product of 12 and 5 is 60.
The product of 13 and 17 is 221.
The difference between 19 and 14 is 5.
The sum of 5 and 8 is 13.
The difference between 20 and 6 is 14.
The product of 10 and 8 is 80.
The product of 19 and 14 is 266.
The product of 7 and 6 is 42.
The perimeter of a square with side length 15 is 60.
The product of 19 and 15 is 285.
The sum of the angles in a triangle is 38 degrees.
The sum of 3 and 16 is 19.
The difference between 3 and 9 is 6.
The difference between 11 and 19 is 8.
The difference between 7 and 20 is 13.
The area of a square with side length 14 is 196.
The difference between 8 and 19 is 11.
The difference between 11 and 11 is 0.
The sum of 8 and 11 is 19.
The volume of a cube with side length 5 is 125.
The product of 19 and 17 is 323.
The difference between 15 and 5 is 10.
The sum of 8 and 15 is 23.
The sum of 14 and 17 is 31.
The volume of a cube with side length 8 is 512.
The product of 9 and 19 is 171.
The difference between 16 and 12 is 4.
The sum of 14 and 12 is 26.
The sum of 16 and 10 is 26.
The sum of 18 and 17 is 35.
The perimeter of a square with side length 13 is 52.
The product of 20 and 1 is 20.
The difference between 15 and 9 is 6.
The sum of 16 and 7 is 23.
The difference between 14 and 8 is 6.
The difference between 3 and 14 is 11.
The sum of the angles in a triangle is 2 degrees.
The difference between 11 and 4 is 7.
The difference between 15 and 6 is 9.
The next prime number after 19 is 23.
The sum of 3 and 1 is 4.
The sum of the angles in a triangle is 24 degrees.
The sum of 10 and 18 is 28.
The difference between 16 and 18 is 2.
The product of 16 and 14 is 224.
The difference between 10 and 2 is 8.
The difference between 7 and 19 is 12.
The difference between 12 and 5 is 7.
The volume of a cube with side length 3 is 27.
The product of 13 and 4 is 52.
The product of 2 and 11 is 22.
The difference between 10 and 7 is 3.
The area of a square with side length 6 is 36.
The square root of 8 is 64.
The product of 12 and 15 is 180.
The product of 3 and 18 is 54.
The product of 5 and 19 is 95.
The difference between 11 and 10 is 1.
The difference between 16 and 3 is 13.
The sum of 9 and 5 is 14.
The product of 9 and 12 is 108.
The perimeter of a square with side length 18 is 72.
The difference between 2 and 15 is 13.
The sum of 12 and 11 is 23.
The difference between 20 and 16 is 4.
The difference between 11 and 1 is 10.
The difference between 7 and 7 is 0.
The sum of 17 and 9 is 26.
The difference between 7 and 1 is 6.
The product of 12 and 4 is 48.
The sum of the angles in a triangle is 23 degrees.
The product of 11 and 10 is 110.
The sum of 13 and 20 is 33.
The difference between 8 and 11 is 3.
The sum of 12 and 6 is 18.
The sum of 15 and 3 is 18.
The difference between 12 and 17 is 5.
The difference between 6 and 5 is 1.
The product of 17 and 20 is 340.
The product of 12 and 16 is 192.
The product of 10 and 19 is 190.
The product of 19 and 16 is 304.
The difference between 20 and 17 is 3.
The product of 8 and 9 is 72.
The product of 15 and 9 is 135.
The product of 12 and 8 is 96.
The perimeter of a square with side length 6 is 24.
The sum of 19 and 12 is 31.
The sum of the angles in a triangle is 6 degrees.
The sum of 1 and 8 is 9.
The product of 5 and 20 is 100.
The sum of 5 and 20 is 25.
The sum of 8 and 4 is 12.
The difference between 4 and 4 is 0.
The sum of 16 and 6 is 22.
The sum of 20 and 8 is 28.
The product of 8 and 10 is 80.
The difference between 17 and 18 is 1.
The product of 18 and 19 is 342.
The difference between 5 and 16 is 11.
The difference between 2 and 11 is 9.
The product of 10 and 10 is 100.
The product of 10 and 2 is 20.
The sum of 19 and 8 is 27.
The difference between 4 and 19 is 15.
The product of 9 and 14 is 126.
The sum of 5 and 2 is 7.
The area of a square with side length 3 is 9.
The product of 13 and 3 is 39.
The sum of 2 and 10 is 12.
The next even number after 10 is 12.
The difference between 20 and 5 is 15.
The sum of the angles in a triangle is 7 degrees.
The difference between 16 and 17 is 1.
